,product,monsternummer,aanduiding,datum,land,locatie,analyse,gehalte,mrl,verwerkingsfactor,resultaat
0,"aalbessen (rood, wit en zwart)",86812061,aalbessen rood,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,cyprodinil,0.36,8.0,,CONFORM
1,"aalbessen (rood, wit en zwart)",86812061,aalbessen rood,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,fludioxonil,0.48,4.0,,CONFORM
2,"aalbessen (rood, wit en zwart)",86812061,aalbessen rood,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,fluopyram,0.94,4.0,,CONFORM
3,"aalbessen (rood, wit en zwart)",86812061,aalbessen rood,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,spirotetramat (som),0.32,1.5,,CONFORM
4,"aalbessen (rood, wit en zwart)",86812061,aalbessen rood,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,trifloxystrobin,1.4,3.0,,CONFORM
5,"aalbessen (rood, wit en zwart)",86812061,aalbessen rood,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,Overige bestrijdingsmiddelen,,,,CONFORM
6,aardappelen,86770016,aardappelen,4‐3‐2024,Nederland,HELLOFRESH DC PRISMALAAN,propamocarb,0.011,0.3,,CONFORM
7,aardappelen,86770016,aardappelen,4‐3‐2024,Nederland,HELLOFRESH DC PRISMALAAN,Overige bestrijdingsmiddelen,,,,CONFORM
8,aardappelen,86781956,Kriel Jazzy,5‐9‐2024,Verenigd Koninkrijk,BROEKHOF GROENTEN EN FRUIT B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
9,aardappelen,86782227,Sinora,19‐9‐2024,Nederland,FARM FRITES B.V.,fluopicolide,0.0061,0.03,,CONFORM
10,aardappelen,86782227,Sinora,19‐9‐2024,Nederland,FARM FRITES B.V.,propamocarb,0.026,0.3,,CONFORM
11,aardappelen,86782227,Sinora,19‐9‐2024,Nederland,FARM FRITES B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
12,aardappelen,86782383,Sinora,25‐9‐2024,Nederland,LAMB‐WESTON MEIJER,propamocarb,0.0057,0.3,,CONFORM
13,aardappelen,86782383,Sinora,25‐9‐2024,Nederland,LAMB‐WESTON MEIJER,Overige bestrijdingsmiddelen,,,,CONFORM
14,aardappelen,86782391,Fontane,25‐9‐2024,Nederland,LAMB‐WESTON MEIJER,propamocarb,0.0062,0.3,,CONFORM
15,aardappelen,86782391,Fontane,25‐9‐2024,Nederland,LAMB‐WESTON MEIJER,Overige bestrijdingsmiddelen,,,,CONFORM
16,aardappelen,86782405,Primieum 35+,25‐9‐2024,Nederland,MCCAIN FOODS HOLLAND B.V.,propamocarb,0.012,0.3,,CONFORM
17,aardappelen,86782405,Primieum 35+,25‐9‐2024,Nederland,MCCAIN FOODS HOLLAND B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
18,aardappelen,86782413,Arsenal 35+,25‐9‐2024,Nederland,MCCAIN FOODS HOLLAND B.V.,propamocarb,0.0084,0.3,,CONFORM
19,aardappelen,86782413,Arsenal 35+,25‐9‐2024,Nederland,MCCAIN FOODS HOLLAND B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
20,aardappelen,86804085,kruimige aardappel,6‐3‐2024,Nederland,CRISP B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
21,aardappelen,86807688,aardappelen,12‐8‐2024,Nederland,PICNIC FULFILLMENTCENTRUM,fluxapyroxad,0.005,0.3,,CONFORM
22,aardappelen,86807688,aardappelen,12‐8‐2024,Nederland,PICNIC FULFILLMENTCENTRUM,propamocarb,0.0088,0.3,,CONFORM
23,aardappelen,86807688,aardappelen,12‐8‐2024,Nederland,PICNIC FULFILLMENTCENTRUM,Overige bestrijdingsmiddelen,,,,CONFORM
24,aardappelen,86808846,aardappelen,30‐9‐2024,Marokko,IBRAHIM GROENTE GROOTHANDEL B.V.,omethoaat,0.011,0.01,,NIET CONFORM*
25,aardappelen,86808846,aardappelen,30‐9‐2024,Marokko,IBRAHIM GROENTE GROOTHANDEL B.V.,thiabendazool,0.042,0.04,,NIET CONFORM*
26,aardappelen,86808846,aardappelen,30‐9‐2024,Marokko,IBRAHIM GROENTE GROOTHANDEL B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
27,aardappelen,86866757,aardappel,20‐3‐2024,Nederland,V.O.F. HARRIE GOESTEN,fluxapyroxad,0.0091,0.3,,CONFORM
28,aardappelen,86866757,aardappel,20‐3‐2024,Nederland,V.O.F. HARRIE GOESTEN,propamocarb,0.0056,0.3,,CONFORM
29,aardappelen,86866757,aardappel,20‐3‐2024,Nederland,V.O.F. HARRIE GOESTEN,Overige bestrijdingsmiddelen,,,,CONFORM
30,aardappelen,86869209,aardappel krieltjes,17‐6‐2024,Nederland,JUMBO DISTRIBUTIECENTRUM,Overige bestrijdingsmiddelen,,,,CONFORM
31,aardappelen,86894513,aardappelen,21‐8‐2024,Nederland,JUMBO DISTRIBUTIECENTRUM (409),Overige bestrijdingsmiddelen,,,,CONFORM
32,aardappelen,86896001,Zorba RITNR. 779093‐1,9‐9‐2024,Nederland,AVIKO B.V.,propamocarb,0.022,0.3,,CONFORM
33,aardappelen,86896001,Zorba RITNR. 779093‐1,9‐9‐2024,Nederland,AVIKO B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
34,aardappelen,86896028,Zorba RITNR. 779104‐1,9‐9‐2024,Duitsland,AVIKO B.V.,propamocarb,0.015,0.3,,CONFORM
35,aardappelen,86896028,Zorba RITNR. 779104‐1,9‐9‐2024,Duitsland,AVIKO B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
36,aardappelen,86896036,PREMIERE RITNR. 779082‐1,9‐9‐2024,Duitsland,AVIKO B.V.,propamocarb,0.0053,0.3,,CONFORM
37,aardappelen,86896036,PREMIERE RITNR. 779082‐1,9‐9‐2024,Duitsland,AVIKO B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
38,aardappelen,86896044,PREMIERE RITNR. 779055‐1,9‐9‐2024,Duitsland,AVIKO B.V.,propamocarb,0.019,0.3,,CONFORM
39,aardappelen,86896044,PREMIERE RITNR. 779055‐1,9‐9‐2024,Duitsland,AVIKO B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
40,aardappelen,86896052,PREMIERE RITNR. 779066‐1,9‐9‐2024,Duitsland,AVIKO B.V.,propamocarb,0.0053,0.3,,CONFORM
41,aardappelen,86896052,PREMIERE RITNR. 779066‐1,9‐9‐2024,Duitsland,AVIKO B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
42,aardappelen,86896346,aardappelen,8‐10‐2024,Nederland,ALDI DISTRIBUTIECENTRUM,Overige bestrijdingsmiddelen,,,,CONFORM
43,aardappelen,86960273,bildtstar,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,fluopicolide,0.0079,0.03,,CONFORM
44,aardappelen,86960273,bildtstar,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,propamocarb,0.0079,0.3,,CONFORM
45,aardappelen,86960273,bildtstar,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,thiabendazool,0.0053,0.04,,CONFORM
46,aardappelen,86960273,bildtstar,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
47,aardappelen,86960281,Biologisch kruimig,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
48,aardappelen,86960303,Red Scarlett,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
49,aardappelen,86960311,Glorietta,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,fluopicolide,0.017,0.03,,CONFORM
50,aardappelen,86960311,Glorietta,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,fluxapyroxad,0.0066,0.3,,CONFORM
51,aardappelen,86960311,Glorietta,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,propamocarb,0.044,0.3,,CONFORM
52,aardappelen,86960311,Glorietta,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
53,aardappelen,86960338,Spec Kriel NL,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,flutolanil,0.0057,0.1,,CONFORM
54,aardappelen,86960338,Spec Kriel NL,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,fluxapyroxad,0.02,0.3,,CONFORM
55,aardappelen,86960338,Spec Kriel NL,11‐9‐2024,Landcode onbekend,LANDJUWEEL B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
56,aardappelen,86961717,biologische aardappelen. nieuwe oogst,15‐10‐2024,Nederland,ALDI GRONINGEN B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
57,aardappelen,86963124,aardappel mikado,19‐8‐2024,Duitsland,FIRMA POSTUMA‐KAMPEN,Overige bestrijdingsmiddelen,,,,CONFORM
58,aardappelen,99369574,aardappel bildstar,18‐9‐2024,Nederland,FRUITBOERDERIJ OOLD BLEANK,Overige bestrijdingsmiddelen,,,,CONFORM
59,aardappelen,99382708,Aardappel connect,24‐9‐2024,Nederland,BIOL. BOERDERIJWINKEL,Overige bestrijdingsmiddelen,,,,CONFORM
60,aardappelen,99386827,Aardappel rood Allouette,26‐11‐2024,Nederland,BOERDERIJWINKEL OVERESCH,Overige bestrijdingsmiddelen,,,,CONFORM
61,aardappelen,99389362,aardappelen Gourmandie,9‐1‐2024,Nederland,ALBERT HEIJN XL,Overige bestrijdingsmiddelen,,,,CONFORM
62,aardappelen,99390263,aardappelen vastkokens,6‐2‐2024,Nederland,COOP MAASBREE,propamocarb,0.0069,0.3,,CONFORM
63,aardappelen,99390263,aardappelen vastkokens,6‐2‐2024,Nederland,COOP MAASBREE,Overige bestrijdingsmiddelen,,,,CONFORM
64,aardappelen,99401761,Stamppot aardappelen,24‐1‐2024,Nederland,PLUS STURING,Overige bestrijdingsmiddelen,,,,CONFORM
65,aardappelen,99401974,Aardappelen Vastkokend,30‐1‐2024,Nederland,LIDL,chloorprofam,0.053,0.35,,CONFORM
66,aardappelen,99401974,Aardappelen Vastkokend,30‐1‐2024,Nederland,LIDL,Overige bestrijdingsmiddelen,,,,CONFORM
67,aardappelen,99402334,Aardappelen Vastkokend,6‐2‐2024,Nederland,JUMBO SUPERMARKT,Overige bestrijdingsmiddelen,,,,CONFORM
68,aardappelen,99414499,aardappelen,16‐1‐2024,Nederland,LIDL,Overige bestrijdingsmiddelen,,,,CONFORM
69,aardappelen,99414774,Biologgisch Plus aardappelen,24‐1‐2024,Nederland,COOP ALMELO,Overige bestrijdingsmiddelen,,,,CONFORM
70,aardappelen,99415177,Musica aardappelen,30‐1‐2024,Nederland,DIRK,Overige bestrijdingsmiddelen,,,,CONFORM
71,aardappelen,99415843,AH Levante aardappelen,7‐2‐2024,Nederland,"ALBERT HEIJN, TJ VOSSELMAN SUPERMARKT T.H.O.D.N.",captan (som),0.021,0.03,,CONFORM
72,aardappelen,99415843,AH Levante aardappelen,7‐2‐2024,Nederland,"ALBERT HEIJN, TJ VOSSELMAN SUPERMARKT T.H.O.D.N.",Overige bestrijdingsmiddelen,,,,CONFORM
73,aardappelen,99420642,Culinaire smaakaardappel 800gr,6‐2‐2024,Nederland,ALDI MARKT,chloorprofam,0.011,0.35,,CONFORM
74,aardappelen,99420642,Culinaire smaakaardappel 800gr,6‐2‐2024,Nederland,ALDI MARKT,Overige bestrijdingsmiddelen,,,,CONFORM
75,aardappelen,99427949,aardappelen,14‐8‐2024,Nederland,BOERDERIJWINKEL SCHAEPKENS,propamocarb,0.034,0.3,,CONFORM
76,aardappelen,99427949,aardappelen,14‐8‐2024,Nederland,BOERDERIJWINKEL SCHAEPKENS,Overige bestrijdingsmiddelen,,,,CONFORM
77,aardappelen,99428651,Aardappel jelly,25‐9‐2024,Nederland,EET‐IDEE QUAEDVLIEG,chloorprofam,0.0055,0.35,,CONFORM
78,aardappelen,99428651,Aardappel jelly,25‐9‐2024,Nederland,EET‐IDEE QUAEDVLIEG,fluopicolide,0.01,0.03,,CONFORM
79,aardappelen,99428651,Aardappel jelly,25‐9‐2024,Nederland,EET‐IDEE QUAEDVLIEG,propamocarb,0.014,0.3,,CONFORM
80,aardappelen,99428651,Aardappel jelly,25‐9‐2024,Nederland,EET‐IDEE QUAEDVLIEG,Overige bestrijdingsmiddelen,,,,CONFORM
81,aardappelen,99439262,"Biologische Aardappel, kruimig",18‐6‐2024,Nederland,O. SMEDING EN ZOON B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
82,aardappelen,99448318,Donald,25‐9‐2024,Nederland,D. WOESTENENK,propamocarb,0.012,0.3,,CONFORM
83,aardappelen,99448318,Donald,25‐9‐2024,Nederland,D. WOESTENENK,Overige bestrijdingsmiddelen,,,,CONFORM
84,aardappelen,99448326,Frieslander,25‐9‐2024,Nederland,D. WOESTENENK,fluopicolide,0.006,0.03,,CONFORM
85,aardappelen,99448326,Frieslander,25‐9‐2024,Nederland,D. WOESTENENK,propamocarb,0.012,0.3,,CONFORM
86,aardappelen,99448326,Frieslander,25‐9‐2024,Nederland,D. WOESTENENK,Overige bestrijdingsmiddelen,,,,CONFORM
87,aardappelen,99448334,Michelle,25‐9‐2024,Nederland,D. WOESTENENK,propamocarb,0.029,0.3,,CONFORM
88,aardappelen,99448334,Michelle,25‐9‐2024,Nederland,D. WOESTENENK,Overige bestrijdingsmiddelen,,,,CONFORM
89,aardappelen,99448342,Melody,25‐9‐2024,Nederland,D. WOESTENENK,propamocarb,0.035,0.3,,CONFORM
90,aardappelen,99448342,Melody,25‐9‐2024,Nederland,D. WOESTENENK,Overige bestrijdingsmiddelen,,,,CONFORM
91,aardappelen,99448369,Laura,25‐9‐2024,Nederland,D. WOESTENENK,propamocarb,0.014,0.3,,CONFORM
92,aardappelen,99448369,Laura,25‐9‐2024,Nederland,D. WOESTENENK,Overige bestrijdingsmiddelen,,,,CONFORM
93,aardappelen,99452625,ALOUETTE BH,19‐9‐2024,Nederland,DE BUYTENHOF,Overige bestrijdingsmiddelen,,,,CONFORM
94,aardappelen,99469714,Weterwoldse Parels,25‐9‐2024,Nederland,KRUIZE BOERDERIJWINKEL,Overige bestrijdingsmiddelen,,,,CONFORM
95,aardappelen,99469994,"Bildstar, zak 5 kg",18‐9‐2024,Nederland,BOERDERIJWINKEL DE GELDER,chloorprofam,0.0056,0.35,,CONFORM
96,aardappelen,99469994,"Bildstar, zak 5 kg",18‐9‐2024,Nederland,BOERDERIJWINKEL DE GELDER,fluopicolide,0.017,0.03,,CONFORM
97,aardappelen,99469994,"Bildstar, zak 5 kg",18‐9‐2024,Nederland,BOERDERIJWINKEL DE GELDER,fluxapyroxad,0.028,0.3,,CONFORM
98,aardappelen,99469994,"Bildstar, zak 5 kg",18‐9‐2024,Nederland,BOERDERIJWINKEL DE GELDER,Overige bestrijdingsmiddelen,,,,CONFORM
99,aardappelen,99500565,Aardappelen connect,26‐11‐2024,Nederland,BURGERBOERDERIJ DE PATRIJS,Overige bestrijdingsmiddelen,,,,CONFORM
100,aardappelen,99634847,"Krieltjes, soort Milva",31‐1‐2024,Nederland,JUMBO SUPERMARKT,azoxystrobin,0.0058,7.0,,CONFORM
101,aardappelen,99634847,"Krieltjes, soort Milva",31‐1‐2024,Nederland,JUMBO SUPERMARKT,bromide,1.9,50.0,,CONFORM
102,aardappelen,99634847,"Krieltjes, soort Milva",31‐1‐2024,Nederland,JUMBO SUPERMARKT,fluopicolide,0.0095,0.03,,CONFORM
103,aardappelen,99634847,"Krieltjes, soort Milva",31‐1‐2024,Nederland,JUMBO SUPERMARKT,koper,0.7,5.0,,CONFORM
104,aardappelen,99634847,"Krieltjes, soort Milva",31‐1‐2024,Nederland,JUMBO SUPERMARKT,propamocarb,0.0086,0.3,,CONFORM
105,aardappelen,99634847,"Krieltjes, soort Milva",31‐1‐2024,Nederland,JUMBO SUPERMARKT,Overige bestrijdingsmiddelen,,,,CONFORM
106,aardappelen,99635193,"Vastkokende Aardappelen, Regina",24‐1‐2024,Nederland,LIDL,fluxapyroxad,0.0068,0.3,,CONFORM
107,aardappelen,99635193,"Vastkokende Aardappelen, Regina",24‐1‐2024,Nederland,LIDL,Overige bestrijdingsmiddelen,,,,CONFORM
108,aardappelen,99636009,"Aardappel, kruimig, Melody",7‐2‐2024,Nederland,DIRK VAN DER BROEK,fluopicolide,0.0061,0.03,,CONFORM
109,aardappelen,99636009,"Aardappel, kruimig, Melody",7‐2‐2024,Nederland,DIRK VAN DER BROEK,fluxapyroxad,0.009,0.3,,CONFORM
110,aardappelen,99636009,"Aardappel, kruimig, Melody",7‐2‐2024,Nederland,DIRK VAN DER BROEK,propamocarb,0.0064,0.3,,CONFORM
111,aardappelen,99636009,"Aardappel, kruimig, Melody",7‐2‐2024,Nederland,DIRK VAN DER BROEK,Overige bestrijdingsmiddelen,,,,CONFORM
112,aardappelen,99642734,"Roodschillige aardappelen, Ras: Bildtstar",10‐1‐2024,Nederland,ALDI MARKT,Overige bestrijdingsmiddelen,,,,CONFORM
113,aardappelen,99642807,"Eigenheimer, kruimig",3‐1‐2024,Nederland,ALBERT HEIJN,Overige bestrijdingsmiddelen,,,,CONFORM
114,aardappelen,99642947,"Iets kruimige Aardappelen, Ras: Melody",11‐1‐2024,Nederland,LIDL,chloorprofam,0.023,0.35,,CONFORM
115,aardappelen,99642947,"Iets kruimige Aardappelen, Ras: Melody",11‐1‐2024,Nederland,LIDL,Overige bestrijdingsmiddelen,,,,CONFORM
116,aardappelen,99643595,Aardappelen Nicola,17‐1‐2024,Nederland,PLUS DE WEERD,Overige bestrijdingsmiddelen,,,,CONFORM
117,aardappelen,99645423,AARDAPPELEN,16‐1‐2024,Nederland,ALDI MARKT,chloorprofam,0.0076,0.35,,CONFORM
118,aardappelen,99645423,AARDAPPELEN,16‐1‐2024,Nederland,ALDI MARKT,propamocarb,0.0074,0.3,,CONFORM
119,aardappelen,99645423,AARDAPPELEN,16‐1‐2024,Nederland,ALDI MARKT,thiabendazool,0.0093,0.04,,CONFORM
120,aardappelen,99645423,AARDAPPELEN,16‐1‐2024,Nederland,ALDI MARKT,Overige bestrijdingsmiddelen,,,,CONFORM
121,aardappelen,99648627,Friet aardappelen,4‐1‐2024,Nederland,JUMBO SUPERMARKT,Overige bestrijdingsmiddelen,,,,CONFORM
122,aardappelen,99658878,aardappelen,2‐1‐2024,Nederland,ALDI MARKT,fluxapyroxad,0.005,0.3,,CONFORM
123,aardappelen,99658878,aardappelen,2‐1‐2024,Nederland,ALDI MARKT,Overige bestrijdingsmiddelen,,,,CONFORM
124,aardappelen,99659297,Plus biologische kruimige aardappelen 1kg,11‐1‐2024,Nederland,PLUS BRUGHUIS,Overige bestrijdingsmiddelen,,,,CONFORM
125,aardappelen,99659866,"AH aardappel Blanches Ditta 1,5kg",17‐1‐2024,Nederland,ALBERT HEIJN,Overige bestrijdingsmiddelen,,,,CONFORM
126,aardappelen,99660066,Jumbo vastkokende aardappel Jazzy 750gr,23‐1‐2024,Nederland,JUMBO SUPERMARKT,azoxystrobin,0.0061,7.0,,CONFORM
127,aardappelen,99660066,Jumbo vastkokende aardappel Jazzy 750gr,23‐1‐2024,Nederland,JUMBO SUPERMARKT,chloorprofam,0.0085,0.35,,CONFORM
128,aardappelen,99660066,Jumbo vastkokende aardappel Jazzy 750gr,23‐1‐2024,Nederland,JUMBO SUPERMARKT,propamocarb,0.0062,0.3,,CONFORM
129,aardappelen,99660066,Jumbo vastkokende aardappel Jazzy 750gr,23‐1‐2024,Nederland,JUMBO SUPERMARKT,Overige bestrijdingsmiddelen,,,,CONFORM
130,aardbeien,86759292,Aardbeien,17‐4‐2024,Landcode onbekend,SLIGRO TILBURG,boscalid,0.018,6.0,,CONFORM
131,aardbeien,86759292,Aardbeien,17‐4‐2024,Landcode onbekend,SLIGRO TILBURG,fluopyram,0.014,2.0,,CONFORM
132,aardbeien,86759292,Aardbeien,17‐4‐2024,Landcode onbekend,SLIGRO TILBURG,pyrimethanil,0.0059,5.0,,CONFORM
133,aardbeien,86759292,Aardbeien,17‐4‐2024,Landcode onbekend,SLIGRO TILBURG,trifloxystrobin,0.0068,1.0,,CONFORM
134,aardbeien,86759292,Aardbeien,17‐4‐2024,Landcode onbekend,SLIGRO TILBURG,Overige bestrijdingsmiddelen,,,,CONFORM
135,aardbeien,86779897,Nederlandse Aardbeiden,19‐6‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,cyflumetofen,0.53,0.6,,CONFORM
136,aardbeien,86779897,Nederlandse Aardbeiden,19‐6‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,fluopyram,0.3,2.0,,CONFORM
137,aardbeien,86779897,Nederlandse Aardbeiden,19‐6‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,mepanipyrim,0.26,3.0,,CONFORM
138,aardbeien,86779897,Nederlandse Aardbeiden,19‐6‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,spinosad,0.062,0.3,,CONFORM
139,aardbeien,86779897,Nederlandse Aardbeiden,19‐6‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,trifloxystrobin,0.25,1.0,,CONFORM
140,aardbeien,86779897,Nederlandse Aardbeiden,19‐6‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,Overige bestrijdingsmiddelen,,,,CONFORM
141,aardbeien,86781492,Aardbeien,26‐6‐2024,Nederland,LIDL,cyprodinil,0.84,5.0,,CONFORM
142,aardbeien,86781492,Aardbeien,26‐6‐2024,Nederland,LIDL,deltamethrin,0.006,0.2,,CONFORM
143,aardbeien,86781492,Aardbeien,26‐6‐2024,Nederland,LIDL,fludioxonil,0.46,4.0,,CONFORM
144,aardbeien,86781492,Aardbeien,26‐6‐2024,Nederland,LIDL,trifloxystrobin,0.021,1.0,,CONFORM
145,aardbeien,86781492,Aardbeien,26‐6‐2024,Nederland,LIDL,Overige bestrijdingsmiddelen,,,,CONFORM
146,aardbeien,86797801,Aardbeien,8‐4‐2024,België,DE JONG DIEPVRIES B.V.,azoxystrobin,0.012,10.0,,CONFORM
147,aardbeien,86797801,Aardbeien,8‐4‐2024,België,DE JONG DIEPVRIES B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
148,aardbeien,86808668,aardbeien,25‐9‐2024,Nederland,PLUS,bupirimaat,0.21,1.5,,CONFORM
149,aardbeien,86808668,aardbeien,25‐9‐2024,Nederland,PLUS,captan (som),2.0,1.5,,NIET CONFORM*
150,aardbeien,86808668,aardbeien,25‐9‐2024,Nederland,PLUS,cyprodinil,0.18,5.0,,CONFORM
151,aardbeien,86808668,aardbeien,25‐9‐2024,Nederland,PLUS,ethirimol,0.016,0.3,,CONFORM
152,aardbeien,86808668,aardbeien,25‐9‐2024,Nederland,PLUS,fludioxonil,0.13,4.0,,CONFORM
153,aardbeien,86808668,aardbeien,25‐9‐2024,Nederland,PLUS,fluopyram,0.0072,2.0,,CONFORM
154,aardbeien,86808668,aardbeien,25‐9‐2024,Nederland,PLUS,flupyradifurone,0.59,0.4,,NIET CONFORM*
155,aardbeien,86808668,aardbeien,25‐9‐2024,Nederland,PLUS,mepanipyrim,0.17,3.0,,CONFORM
156,aardbeien,86808668,aardbeien,25‐9‐2024,Nederland,PLUS,Overige bestrijdingsmiddelen,,,,CONFORM
157,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,bupirimaat,0.01,1.5,,CONFORM
158,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,clofentezin,0.014,2.0,,CONFORM
159,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,cyflumetofen,0.0089,0.6,,CONFORM
160,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,cyprodinil,0.9,5.0,,CONFORM
161,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,difenoconazool,0.044,2.0,,CONFORM
162,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,dimethomorf,0.027,0.7,,CONFORM
163,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,fludioxonil,0.5,4.0,,CONFORM
164,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,fluopyram,0.1,2.0,,CONFORM
165,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,fluxapyroxad,0.1,4.0,,CONFORM
166,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,penconazool,0.074,0.5,,CONFORM
167,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,trifloxystrobin,0.07,1.0,,CONFORM
168,aardbeien,86809524,aardbeien,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,Overige bestrijdingsmiddelen,,,,CONFORM
169,aardbeien,86812037,aarbeien,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,boscalid,0.16,6.0,,CONFORM
170,aardbeien,86812037,aarbeien,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,fluopyram,0.31,2.0,,CONFORM
171,aardbeien,86812037,aarbeien,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,flupyradifurone,0.11,0.4,,CONFORM
172,aardbeien,86812037,aarbeien,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,mepanipyrim,1.3,3.0,,CONFORM
173,aardbeien,86812037,aarbeien,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,pyraclostrobin,0.02,1.5,,CONFORM
174,aardbeien,86812037,aarbeien,24‐4‐2024,Nederland,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,Overige bestrijdingsmiddelen,,,,CONFORM
175,aardbeien,86812045,aarbeien,24‐4‐2024,Landcode onbekend,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,boscalid,0.023,6.0,,CONFORM
176,aardbeien,86812045,aarbeien,24‐4‐2024,Landcode onbekend,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,cyflufenamid,0.0066,0.04,,CONFORM
177,aardbeien,86812045,aarbeien,24‐4‐2024,Landcode onbekend,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,fenhexamid,0.4,10.0,,CONFORM
178,aardbeien,86812045,aarbeien,24‐4‐2024,Landcode onbekend,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,fluopyram,0.26,2.0,,CONFORM
179,aardbeien,86812045,aarbeien,24‐4‐2024,Landcode onbekend,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,kresoxim‐methyl,0.022,1.5,,CONFORM
180,aardbeien,86812045,aarbeien,24‐4‐2024,Landcode onbekend,COÖPERATIE KONINKLIJKE FRUITMASTERS U.A.,mepanipyrim,0.3,3.0,,CONFORM
