,product,monsternummer,aanduiding,datum,land,locatie,analyse,gehalte,mrl,verwerkingsfactor,resultaat
736,appelen,99648546,KANZI appelen,3‐1‐2024,Nederland,JUMBO SUPERMARKT,Overige bestrijdingsmiddelen,,,,CONFORM
737,appelen,99658843,Appelen Elstar,2‐1‐2024,Nederland,ALDI MARKT,captan (som),0.33,10.0,,CONFORM
738,appelen,99658843,Appelen Elstar,2‐1‐2024,Nederland,ALDI MARKT,Overige bestrijdingsmiddelen,,,,CONFORM
739,appelen,99659343,Plus appel Elstar 2kg,11‐1‐2024,Nederland,PLUS BRUGHUIS,captan (som),0.28,10.0,,CONFORM
740,appelen,99659343,Plus appel Elstar 2kg,11‐1‐2024,Nederland,PLUS BRUGHUIS,fludioxonil,0.077,5.0,,CONFORM
741,appelen,99659343,Plus appel Elstar 2kg,11‐1‐2024,Nederland,PLUS BRUGHUIS,pyrimethanil,0.26,15.0,,CONFORM
742,appelen,99659343,Plus appel Elstar 2kg,11‐1‐2024,Nederland,PLUS BRUGHUIS,Overige bestrijdingsmiddelen,,,,CONFORM
743,appelen,99659912,"AH appel elstar 1,5kg",17‐1‐2024,Nederland,ALBERT HEIJN,boscalid,0.094,2.0,,CONFORM
744,appelen,99659912,"AH appel elstar 1,5kg",17‐1‐2024,Nederland,ALBERT HEIJN,captan (som),1.5,10.0,,CONFORM
745,appelen,99659912,"AH appel elstar 1,5kg",17‐1‐2024,Nederland,ALBERT HEIJN,chloorantraniliprole,0.0057,0.4,,CONFORM
746,appelen,99659912,"AH appel elstar 1,5kg",17‐1‐2024,Nederland,ALBERT HEIJN,fludioxonil,0.013,5.0,,CONFORM
747,appelen,99659912,"AH appel elstar 1,5kg",17‐1‐2024,Nederland,ALBERT HEIJN,pyraclostrobin,0.044,0.5,,CONFORM
748,appelen,99659912,"AH appel elstar 1,5kg",17‐1‐2024,Nederland,ALBERT HEIJN,Overige bestrijdingsmiddelen,,,,CONFORM
749,appelen,99660058,"Jumbo kleine zoete appeltjes royal gala 1,5kg",23‐1‐2024,België,JUMBO SUPERMARKT,boscalid,0.0092,2.0,,CONFORM
750,appelen,99660058,"Jumbo kleine zoete appeltjes royal gala 1,5kg",23‐1‐2024,België,JUMBO SUPERMARKT,captan (som),0.31,10.0,,CONFORM
751,appelen,99660058,"Jumbo kleine zoete appeltjes royal gala 1,5kg",23‐1‐2024,België,JUMBO SUPERMARKT,difenoconazool,0.0064,0.8,,CONFORM
752,appelen,99660058,"Jumbo kleine zoete appeltjes royal gala 1,5kg",23‐1‐2024,België,JUMBO SUPERMARKT,fludioxonil,0.1,5.0,,CONFORM
753,appelen,99660058,"Jumbo kleine zoete appeltjes royal gala 1,5kg",23‐1‐2024,België,JUMBO SUPERMARKT,pyrimethanil,1.5,15.0,,CONFORM
754,appelen,99660058,"Jumbo kleine zoete appeltjes royal gala 1,5kg",23‐1‐2024,België,JUMBO SUPERMARKT,Overige bestrijdingsmiddelen,,,,CONFORM
755,asperges,86809362,asperges,27‐5‐2024,Nederland,UDEA B.V. (HOOFDKANTOOR),Overige bestrijdingsmiddelen,,,,CONFORM
756,asperges,86809567,witte asperges,29‐5‐2024,Nederland,DISTRIBUTIECENTRUM ALBERT HEIJN,Overige bestrijdingsmiddelen,,,,CONFORM
757,asperges,86833093,asperges,5‐11‐2024,Marokko,SOUS FRESH B.V.,fenylfenol‐2,0.0074,0.01,,CONFORM
758,asperges,86833093,asperges,5‐11‐2024,Marokko,SOUS FRESH B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
759,asperges,86843293,Groene Asperge,17‐10‐2024,Peru,YEX B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
760,asperges,86850842,Asparagus,16‐10‐2024,Peru,FRUCO B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
761,asperges,86867524,asperge,27‐3‐2024,Spanje,FRANKORT & KONING B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
762,aubergines,86802287,Eggplant,19‐1‐2024,Spanje,NEW GREEN B.V.,bromide,0.61,30.0,,CONFORM
763,aubergines,86802287,Eggplant,19‐1‐2024,Spanje,NEW GREEN B.V.,fenpyrazamine,0.022,3.0,,CONFORM
764,aubergines,86802287,Eggplant,19‐1‐2024,Spanje,NEW GREEN B.V.,koper,0.42,5.0,,CONFORM
765,aubergines,86802287,Eggplant,19‐1‐2024,Spanje,NEW GREEN B.V.,spirotetramat (som),0.007,1.0,,CONFORM
766,aubergines,86802287,Eggplant,19‐1‐2024,Spanje,NEW GREEN B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
767,aubergines,86809435,aubergines,27‐5‐2024,België,UDEA B.V. (HOOFDKANTOOR),Overige bestrijdingsmiddelen,,,,CONFORM
768,aubergines,86813378,africa eggplant,16‐1‐2024,Mexico,ASIA EXPRESS FOOD B.V.,chloorthalonil,0.31,0.01,,NIET CONFORM
769,aubergines,86813378,africa eggplant,16‐1‐2024,Mexico,ASIA EXPRESS FOOD B.V.,imidacloprid,0.16,0.3,,CONFORM
770,aubergines,86813378,africa eggplant,16‐1‐2024,Mexico,ASIA EXPRESS FOOD B.V.,koper,0.47,5.0,,CONFORM
771,aubergines,86813378,africa eggplant,16‐1‐2024,Mexico,ASIA EXPRESS FOOD B.V.,metalaxyl,0.13,0.01,,NIET CONFORM
772,aubergines,86813378,africa eggplant,16‐1‐2024,Mexico,ASIA EXPRESS FOOD B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
773,aubergines,86813386,long aubergine,16‐1‐2024,Spanje,ASIA EXPRESS FOOD B.V.,boscalid,0.034,3.0,,CONFORM
774,aubergines,86813386,long aubergine,16‐1‐2024,Spanje,ASIA EXPRESS FOOD B.V.,bromide,1.6,30.0,,CONFORM
775,aubergines,86813386,long aubergine,16‐1‐2024,Spanje,ASIA EXPRESS FOOD B.V.,koper,0.58,5.0,,CONFORM
776,aubergines,86813386,long aubergine,16‐1‐2024,Spanje,ASIA EXPRESS FOOD B.V.,pyraclostrobin,0.0057,0.3,,CONFORM
777,aubergines,86813386,long aubergine,16‐1‐2024,Spanje,ASIA EXPRESS FOOD B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
778,aubergines,86822202,Aubergine,24‐4‐2024,Spanje,THE GREENERY B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
779,aubergines,86823799,Aubergine,14‐6‐2024,België,AGF SIERE B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
780,aubergines,86837102,aubergine,12‐11‐2024,Spanje,GROENTEPRODUCTIE FLEVOLAND B.V.,bupirimaat,0.0065,1.5,,CONFORM
781,aubergines,86837102,aubergine,12‐11‐2024,Spanje,GROENTEPRODUCTIE FLEVOLAND B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
782,aubergines,86843218,patlican Aubergine,16‐10‐2024,Turkije,DENIZ FRUIT B.V.,cypermethrin,0.0081,0.5,,CONFORM
783,aubergines,86843218,patlican Aubergine,16‐10‐2024,Turkije,DENIZ FRUIT B.V.,spirotetramat (som),0.07,1.0,,CONFORM
784,aubergines,86843218,patlican Aubergine,16‐10‐2024,Turkije,DENIZ FRUIT B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
785,aubergines,86844087,garden egg,29‐10‐2024,Oeganda,BUTT INTERNATIONAL IMPORT & EXPORT,Overige bestrijdingsmiddelen,,,,CONFORM
786,aubergines,86844281,Aubergine,4‐11‐2024,Spanje,BIRCAN & VAN DER WEL B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
787,aubergines,86846292,egg plant bio,5‐11‐2024,Spanje,BIO NOORD B.V.,acetamiprid,0.038,0.2,,CONFORM
788,aubergines,86846292,egg plant bio,5‐11‐2024,Spanje,BIO NOORD B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
789,aubergines,86847302,Thai eggplant,20‐11‐2024,Mexico,HERMAN KUIJPER B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
790,aubergines,86867435,aubergines,27‐3‐2024,Spanje,FRANKORT & KONING B.V.,cyprodinil,0.01,1.5,,CONFORM
791,aubergines,86867435,aubergines,27‐3‐2024,Spanje,FRANKORT & KONING B.V.,difenoconazool,0.015,0.6,,CONFORM
792,aubergines,86867435,aubergines,27‐3‐2024,Spanje,FRANKORT & KONING B.V.,fenhexamid,0.029,2.0,,CONFORM
793,aubergines,86867435,aubergines,27‐3‐2024,Spanje,FRANKORT & KONING B.V.,spiromesifen,0.0073,0.5,,CONFORM
794,aubergines,86867435,aubergines,27‐3‐2024,Spanje,FRANKORT & KONING B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
795,aubergines,86896281,aubergines,8‐10‐2024,Nederland,ALDI DISTRIBUTIECENTRUM,sulfoxaflor,0.012,0.3,,CONFORM
796,aubergines,86896281,aubergines,8‐10‐2024,Nederland,ALDI DISTRIBUTIECENTRUM,Overige bestrijdingsmiddelen,,,,CONFORM
797,aubergines,86955415,Aubergine,23‐1‐2024,Spanje,FRESH2YOU B.V.,bromide,0.34,30.0,,CONFORM
798,aubergines,86955415,Aubergine,23‐1‐2024,Spanje,FRESH2YOU B.V.,koper,0.49,5.0,,CONFORM
799,aubergines,86955415,Aubergine,23‐1‐2024,Spanje,FRESH2YOU B.V.,penthiopyrad,0.096,2.0,,CONFORM
800,aubergines,86955415,Aubergine,23‐1‐2024,Spanje,FRESH2YOU B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
801,aubergines,86975033,Aubergine,19‐11‐2024,Spanje,KRAAIJEVELD,fenpyrazamine,0.0088,3.0,,CONFORM
802,aubergines,86975033,Aubergine,19‐11‐2024,Spanje,KRAAIJEVELD,fluopyram,0.0092,0.4,,CONFORM
803,aubergines,86975033,Aubergine,19‐11‐2024,Spanje,KRAAIJEVELD,metrafenon,0.006,0.6,,CONFORM
804,aubergines,86975033,Aubergine,19‐11‐2024,Spanje,KRAAIJEVELD,Overige bestrijdingsmiddelen,,,,CONFORM
805,aubergines,86985322,aubergines,26‐11‐2024,Spanje,P. SEELEN GRUBBENVORST B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
806,aubergines,86999064,aubergine,30‐10‐2024,Spanje,AGF OVERTOOM GROOTHANDEL EN HORECALEVERANCIER B.V.,fluopyram,0.007,0.4,,CONFORM
807,aubergines,86999064,aubergine,30‐10‐2024,Spanje,AGF OVERTOOM GROOTHANDEL EN HORECALEVERANCIER B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
808,aubergines,99389338,aubergines,9‐1‐2024,Spanje,ALBERT HEIJN XL,bromide,3.6,30.0,,CONFORM
809,aubergines,99389338,aubergines,9‐1‐2024,Spanje,ALBERT HEIJN XL,fluopyram,0.012,0.4,,CONFORM
810,aubergines,99389338,aubergines,9‐1‐2024,Spanje,ALBERT HEIJN XL,koper,0.55,5.0,,CONFORM
811,aubergines,99389338,aubergines,9‐1‐2024,Spanje,ALBERT HEIJN XL,Overige bestrijdingsmiddelen,,,,CONFORM
812,aubergines,99390336,aubergine,6‐2‐2024,Spanje,COOP PHICOOP,bromide,2.9,30.0,,CONFORM
813,aubergines,99390336,aubergine,6‐2‐2024,Spanje,COOP PHICOOP,fluopyram,0.021,0.4,,CONFORM
814,aubergines,99390336,aubergine,6‐2‐2024,Spanje,COOP PHICOOP,koper,0.49,5.0,,CONFORM
815,aubergines,99390336,aubergine,6‐2‐2024,Spanje,COOP PHICOOP,Overige bestrijdingsmiddelen,,,,CONFORM
816,aubergines,99399767,AUBERGINE,17‐1‐2024,Spanje,ALDI MARKT,acetamiprid,0.0098,0.2,,CONFORM
817,aubergines,99399767,AUBERGINE,17‐1‐2024,Spanje,ALDI MARKT,bromide,0.77,30.0,,CONFORM
818,aubergines,99399767,AUBERGINE,17‐1‐2024,Spanje,ALDI MARKT,cyprodinil,0.013,1.5,,CONFORM
819,aubergines,99399767,AUBERGINE,17‐1‐2024,Spanje,ALDI MARKT,difenoconazool,0.023,0.6,,CONFORM
820,aubergines,99399767,AUBERGINE,17‐1‐2024,Spanje,ALDI MARKT,fludioxonil,0.0051,0.4,,CONFORM
821,aubergines,99399767,AUBERGINE,17‐1‐2024,Spanje,ALDI MARKT,koper,0.6,5.0,,CONFORM
822,aubergines,99399767,AUBERGINE,17‐1‐2024,Spanje,ALDI MARKT,spiromesifen,0.011,0.5,,CONFORM
823,aubergines,99399767,AUBERGINE,17‐1‐2024,Spanje,ALDI MARKT,Overige bestrijdingsmiddelen,,,,CONFORM
824,aubergines,99401664,Aubergines,23‐1‐2024,Spanje,PLUS BECKERS,fluopyram,0.12,0.4,,CONFORM
825,aubergines,99401664,Aubergines,23‐1‐2024,Spanje,PLUS BECKERS,flupyradifurone,0.039,1.0,,CONFORM
826,aubergines,99401664,Aubergines,23‐1‐2024,Spanje,PLUS BECKERS,koper,0.66,5.0,,CONFORM
827,aubergines,99401664,Aubergines,23‐1‐2024,Spanje,PLUS BECKERS,Overige bestrijdingsmiddelen,,,,CONFORM
828,aubergines,99401923,aubergines,30‐1‐2024,Landcode onbekend,LIDL,bromide,0.61,30.0,,CONFORM
829,aubergines,99401923,aubergines,30‐1‐2024,Landcode onbekend,LIDL,fenpyrazamine,0.0051,3.0,,CONFORM
830,aubergines,99401923,aubergines,30‐1‐2024,Landcode onbekend,LIDL,flupyradifurone,0.075,1.0,,CONFORM
831,aubergines,99401923,aubergines,30‐1‐2024,Landcode onbekend,LIDL,koper,0.41,5.0,,CONFORM
832,aubergines,99401923,aubergines,30‐1‐2024,Landcode onbekend,LIDL,Overige bestrijdingsmiddelen,,,,CONFORM
833,aubergines,99402296,Aubergines,6‐2‐2024,Spanje,JUMBO SUPERMARKT,bromide,1.9,30.0,,CONFORM
834,aubergines,99402296,Aubergines,6‐2‐2024,Spanje,JUMBO SUPERMARKT,captan (som),0.018,0.03,,CONFORM
835,aubergines,99402296,Aubergines,6‐2‐2024,Spanje,JUMBO SUPERMARKT,koper,0.29,5.0,,CONFORM
836,aubergines,99402296,Aubergines,6‐2‐2024,Spanje,JUMBO SUPERMARKT,Overige bestrijdingsmiddelen,,,,CONFORM
837,aubergines,99414391,Aubergines,16‐1‐2024,Spanje,LIDL,bromide,0.89,30.0,,CONFORM
838,aubergines,99414391,Aubergines,16‐1‐2024,Spanje,LIDL,cyprodinil,0.11,1.5,,CONFORM
839,aubergines,99414391,Aubergines,16‐1‐2024,Spanje,LIDL,difenoconazool,0.025,0.6,,CONFORM
840,aubergines,99414391,Aubergines,16‐1‐2024,Spanje,LIDL,fludioxonil,0.035,0.4,,CONFORM
841,aubergines,99414391,Aubergines,16‐1‐2024,Spanje,LIDL,koper,0.57,5.0,,CONFORM
842,aubergines,99414391,Aubergines,16‐1‐2024,Spanje,LIDL,Overige bestrijdingsmiddelen,,,,CONFORM
843,aubergines,99414812,aubergines,24‐1‐2024,Spanje,COOP ALMELO,bromide,1.1,30.0,,CONFORM
844,aubergines,99414812,aubergines,24‐1‐2024,Spanje,COOP ALMELO,fluopyram,0.018,0.4,,CONFORM
845,aubergines,99414812,aubergines,24‐1‐2024,Spanje,COOP ALMELO,koper,0.49,5.0,,CONFORM
846,aubergines,99414812,aubergines,24‐1‐2024,Spanje,COOP ALMELO,Overige bestrijdingsmiddelen,,,,CONFORM
847,aubergines,99415096,aubergines,30‐1‐2024,Spanje,DIRK,bromide,0.62,30.0,,CONFORM
848,aubergines,99415096,aubergines,30‐1‐2024,Spanje,DIRK,fluopyram,0.011,0.4,,CONFORM
849,aubergines,99415096,aubergines,30‐1‐2024,Spanje,DIRK,koper,0.35,5.0,,CONFORM
850,aubergines,99415096,aubergines,30‐1‐2024,Spanje,DIRK,Overige bestrijdingsmiddelen,,,,CONFORM
851,aubergines,99415762,aubergines,7‐2‐2024,Spanje,"ALBERT HEIJN, TJ VOSSELMAN SUPERMARKT T.H.O.D.N.",bromide,2.0,30.0,,CONFORM
852,aubergines,99415762,aubergines,7‐2‐2024,Spanje,"ALBERT HEIJN, TJ VOSSELMAN SUPERMARKT T.H.O.D.N.",cyprodinil,0.031,1.5,,CONFORM
853,aubergines,99415762,aubergines,7‐2‐2024,Spanje,"ALBERT HEIJN, TJ VOSSELMAN SUPERMARKT T.H.O.D.N.",fludioxonil,0.012,0.4,,CONFORM
854,aubergines,99415762,aubergines,7‐2‐2024,Spanje,"ALBERT HEIJN, TJ VOSSELMAN SUPERMARKT T.H.O.D.N.",fluopyram,0.013,0.4,,CONFORM
855,aubergines,99415762,aubergines,7‐2‐2024,Spanje,"ALBERT HEIJN, TJ VOSSELMAN SUPERMARKT T.H.O.D.N.",koper,0.48,5.0,,CONFORM
856,aubergines,99415762,aubergines,7‐2‐2024,Spanje,"ALBERT HEIJN, TJ VOSSELMAN SUPERMARKT T.H.O.D.N.",metrafenon,0.0068,0.6,,CONFORM
857,aubergines,99415762,aubergines,7‐2‐2024,Spanje,"ALBERT HEIJN, TJ VOSSELMAN SUPERMARKT T.H.O.D.N.",Overige bestrijdingsmiddelen,,,,CONFORM
858,aubergines,99419881,Jumbo aubergines verpakt,23‐1‐2024,Spanje,JUMBO SUPERMARKT,bromide,0.76,30.0,,CONFORM
859,aubergines,99419881,Jumbo aubergines verpakt,23‐1‐2024,Spanje,JUMBO SUPERMARKT,cyprodinil,0.026,1.5,,CONFORM
860,aubergines,99419881,Jumbo aubergines verpakt,23‐1‐2024,Spanje,JUMBO SUPERMARKT,fludioxonil,0.015,0.4,,CONFORM
861,aubergines,99419881,Jumbo aubergines verpakt,23‐1‐2024,Spanje,JUMBO SUPERMARKT,fluopyram,0.0074,0.4,,CONFORM
862,aubergines,99419881,Jumbo aubergines verpakt,23‐1‐2024,Spanje,JUMBO SUPERMARKT,koper,0.41,5.0,,CONFORM
863,aubergines,99419881,Jumbo aubergines verpakt,23‐1‐2024,Spanje,JUMBO SUPERMARKT,Overige bestrijdingsmiddelen,,,,CONFORM
864,aubergines,99420669,Aubergine 300gr,6‐2‐2024,Spanje,ALDI MARKT,acetamiprid,0.028,0.2,,CONFORM
865,aubergines,99420669,Aubergine 300gr,6‐2‐2024,Spanje,ALDI MARKT,bromide,1.1,30.0,,CONFORM
866,aubergines,99420669,Aubergine 300gr,6‐2‐2024,Spanje,ALDI MARKT,difenoconazool,0.019,0.6,,CONFORM
867,aubergines,99420669,Aubergine 300gr,6‐2‐2024,Spanje,ALDI MARKT,koper,0.41,5.0,,CONFORM
868,aubergines,99420669,Aubergine 300gr,6‐2‐2024,Spanje,ALDI MARKT,spiromesifen,0.012,0.5,,CONFORM
869,aubergines,99420669,Aubergine 300gr,6‐2‐2024,Spanje,ALDI MARKT,Overige bestrijdingsmiddelen,,,,CONFORM
870,aubergines,99634782,"Aubergines, Klasse I, Tehlma",24‐1‐2024,Spanje,LIDL,bromide,0.44,30.0,,CONFORM
871,aubergines,99634782,"Aubergines, Klasse I, Tehlma",24‐1‐2024,Spanje,LIDL,cyflufenamid,0.0077,0.02,,CONFORM
872,aubergines,99634782,"Aubergines, Klasse I, Tehlma",24‐1‐2024,Spanje,LIDL,difenoconazool,0.053,0.6,,CONFORM
873,aubergines,99634782,"Aubergines, Klasse I, Tehlma",24‐1‐2024,Spanje,LIDL,fenpyrazamine,0.14,3.0,,CONFORM
874,aubergines,99634782,"Aubergines, Klasse I, Tehlma",24‐1‐2024,Spanje,LIDL,koper,0.63,5.0,,CONFORM
875,aubergines,99634782,"Aubergines, Klasse I, Tehlma",24‐1‐2024,Spanje,LIDL,Overige bestrijdingsmiddelen,,,,CONFORM
876,aubergines,99635657,Aubergine,7‐2‐2024,Landcode onbekend,DIRK VAN DER BROEK,acetamiprid,0.094,0.2,,CONFORM
877,aubergines,99635657,Aubergine,7‐2‐2024,Landcode onbekend,DIRK VAN DER BROEK,bromide,1.7,30.0,,CONFORM
878,aubergines,99635657,Aubergine,7‐2‐2024,Landcode onbekend,DIRK VAN DER BROEK,koper,0.43,5.0,,CONFORM
879,aubergines,99635657,Aubergine,7‐2‐2024,Landcode onbekend,DIRK VAN DER BROEK,pyriproxyfen,0.0061,1.0,,CONFORM
880,aubergines,99635657,Aubergine,7‐2‐2024,Landcode onbekend,DIRK VAN DER BROEK,Overige bestrijdingsmiddelen,,,,CONFORM
881,aubergines,99642475,Aubergine,3‐1‐2024,Nederland,ALBERT HEIJN,azoxystrobin,0.0084,3.0,,CONFORM
882,aubergines,99642475,Aubergine,3‐1‐2024,Nederland,ALBERT HEIJN,bromide,4.9,30.0,,CONFORM
883,aubergines,99642475,Aubergine,3‐1‐2024,Nederland,ALBERT HEIJN,koper,0.59,5.0,,CONFORM
884,aubergines,99642475,Aubergine,3‐1‐2024,Nederland,ALBERT HEIJN,pyrimethanil,0.0051,1.0,,CONFORM
885,aubergines,99642475,Aubergine,3‐1‐2024,Nederland,ALBERT HEIJN,spirotetramat (som),0.017,1.0,,CONFORM
886,aubergines,99642475,Aubergine,3‐1‐2024,Nederland,ALBERT HEIJN,Overige bestrijdingsmiddelen,,,,CONFORM
887,aubergines,99642785,Aubergine,11‐1‐2024,Spanje,LIDL,acetamiprid,0.024,0.2,,CONFORM
888,aubergines,99642785,Aubergine,11‐1‐2024,Spanje,LIDL,bromide,0.37,30.0,,CONFORM
889,aubergines,99642785,Aubergine,11‐1‐2024,Spanje,LIDL,captan (som),0.013,0.03,,CONFORM
890,aubergines,99642785,Aubergine,11‐1‐2024,Spanje,LIDL,fluopyram,0.0086,0.4,,CONFORM
891,aubergines,99642785,Aubergine,11‐1‐2024,Spanje,LIDL,koper,0.41,5.0,,CONFORM
892,aubergines,99642785,Aubergine,11‐1‐2024,Spanje,LIDL,Overige bestrijdingsmiddelen,,,,CONFORM
893,aubergines,99643447,"Aubergine, Sortering: 300‐400g",17‐1‐2024,Spanje,PLUS DE WEERD,cyprodinil,0.089,1.5,,CONFORM
894,aubergines,99643447,"Aubergine, Sortering: 300‐400g",17‐1‐2024,Spanje,PLUS DE WEERD,fludioxonil,0.053,0.4,,CONFORM
895,aubergines,99643447,"Aubergine, Sortering: 300‐400g",17‐1‐2024,Spanje,PLUS DE WEERD,Overige bestrijdingsmiddelen,,,,CONFORM
896,aubergines,99648619,Aubergine,4‐1‐2024,Spanje,JUMBO SUPERMARKT,bromide,6.1,30.0,,CONFORM
897,aubergines,99648619,Aubergine,4‐1‐2024,Spanje,JUMBO SUPERMARKT,bupirimaat,0.051,1.5,,CONFORM
898,aubergines,99648619,Aubergine,4‐1‐2024,Spanje,JUMBO SUPERMARKT,ethirimol,0.0069,0.1,,CONFORM
899,aubergines,99648619,Aubergine,4‐1‐2024,Spanje,JUMBO SUPERMARKT,fluopyram,0.044,0.4,,CONFORM
900,aubergines,99648619,Aubergine,4‐1‐2024,Spanje,JUMBO SUPERMARKT,koper,0.55,5.0,,CONFORM
901,aubergines,99648619,Aubergine,4‐1‐2024,Spanje,JUMBO SUPERMARKT,Overige bestrijdingsmiddelen,,,,CONFORM
902,aubergines,99658762,Aubergine,2‐1‐2024,Spanje,ALDI MARKT,boscalid,0.011,3.0,,CONFORM
903,aubergines,99658762,Aubergine,2‐1‐2024,Spanje,ALDI MARKT,bromide,4.4,30.0,,CONFORM
904,aubergines,99658762,Aubergine,2‐1‐2024,Spanje,ALDI MARKT,difenoconazool,0.033,0.6,,CONFORM
905,aubergines,99658762,Aubergine,2‐1‐2024,Spanje,ALDI MARKT,fluopyram,0.014,0.4,,CONFORM
906,aubergines,99658762,Aubergine,2‐1‐2024,Spanje,ALDI MARKT,koper,0.59,5.0,,CONFORM
907,aubergines,99658762,Aubergine,2‐1‐2024,Spanje,ALDI MARKT,spiromesifen,0.029,0.5,,CONFORM
908,aubergines,99658762,Aubergine,2‐1‐2024,Spanje,ALDI MARKT,Overige bestrijdingsmiddelen,,,,CONFORM
909,aubergines,99659165,aubergines 5st,10‐1‐2024,Spanje,PLUS LEUSINK,bromide,4.4,30.0,,CONFORM
910,aubergines,99659165,aubergines 5st,10‐1‐2024,Spanje,PLUS LEUSINK,fenpyrazamine,0.014,3.0,,CONFORM
911,aubergines,99659165,aubergines 5st,10‐1‐2024,Spanje,PLUS LEUSINK,fluopyram,0.098,0.4,,CONFORM
912,aubergines,99659165,aubergines 5st,10‐1‐2024,Spanje,PLUS LEUSINK,flupyradifurone,0.018,1.0,,CONFORM
913,aubergines,99659165,aubergines 5st,10‐1‐2024,Spanje,PLUS LEUSINK,koper,0.53,5.0,,CONFORM
914,aubergines,99659165,aubergines 5st,10‐1‐2024,Spanje,PLUS LEUSINK,Overige bestrijdingsmiddelen,,,,CONFORM
915,aubergines,99659939,AH aubergines los,17‐1‐2024,Spanje,ALBERT HEIJN,azoxystrobin,0.011,3.0,,CONFORM
916,aubergines,99659939,AH aubergines los,17‐1‐2024,Spanje,ALBERT HEIJN,bromide,0.24,30.0,,CONFORM
917,aubergines,99659939,AH aubergines los,17‐1‐2024,Spanje,ALBERT HEIJN,fluopyram,0.012,0.4,,CONFORM
918,aubergines,99659939,AH aubergines los,17‐1‐2024,Spanje,ALBERT HEIJN,koper,0.37,5.0,,CONFORM
919,aubergines,99659939,AH aubergines los,17‐1‐2024,Spanje,ALBERT HEIJN,Overige bestrijdingsmiddelen,,,,CONFORM
920,avocados,86757834,Avocado,18‐3‐2024,Israël,FARMHOUSE INTERNATIONAL B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
921,avocados,86757842,Avocado,18‐3‐2024,Israël,FARMHOUSE INTERNATIONAL B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
922,avocados,86758865,Avocado's,8‐4‐2024,Colombia,QUALITY PRODUCE INTERNATIONAL (QPI),thiabendazool,0.55,20.0,,CONFORM
923,avocados,86758865,Avocado's,8‐4‐2024,Colombia,QUALITY PRODUCE INTERNATIONAL (QPI),Overige bestrijdingsmiddelen,,,,CONFORM
924,avocados,86758873,Avocado's,8‐4‐2024,Colombia,QUALITY PRODUCE INTERNATIONAL (QPI),thiabendazool,0.29,20.0,,CONFORM
925,avocados,86758873,Avocado's,8‐4‐2024,Colombia,QUALITY PRODUCE INTERNATIONAL (QPI),Overige bestrijdingsmiddelen,,,,CONFORM
926,avocados,86759071,Avocado,15‐4‐2024,Israël,HOLLANDER BARENDRECHT B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
927,avocados,86759179,Eetrijp Avocado,15‐4‐2024,Israël,HOLLANDER BARENDRECHT B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
928,avocados,86779773,Avocado,19‐6‐2024,Colombia,DISTRIBUTIECENTRUM ALBERT HEIJN,thiabendazool,0.12,20.0,,CONFORM
929,avocados,86779773,Avocado,19‐6‐2024,Colombia,DISTRIBUTIECENTRUM ALBERT HEIJN,Overige bestrijdingsmiddelen,,,,CONFORM
930,avocados,86781441,Avocado,26‐6‐2024,Zuid Afrika,LIDL,thiabendazool,0.061,20.0,,CONFORM
931,avocados,86781441,Avocado,26‐6‐2024,Zuid Afrika,LIDL,Overige bestrijdingsmiddelen,,,,CONFORM
932,avocados,86781883,Avocado,2‐9‐2024,Dominicaanse Republiek,BEL IMPEX,Overige bestrijdingsmiddelen,,,,CONFORM
933,avocados,86782472,Avocado,30‐9‐2024,Colombia,V.O.F. GROOTHANDEL W. VAN GULIK,thiabendazool,1.2,20.0,,CONFORM
934,avocados,86782472,Avocado,30‐9‐2024,Colombia,V.O.F. GROOTHANDEL W. VAN GULIK,Overige bestrijdingsmiddelen,,,,CONFORM
935,avocados,86782545,Avocado ready to eat,30‐9‐2024,Guatemala,HARVA INTERNATIONAL,Overige bestrijdingsmiddelen,,,,CONFORM
936,avocados,86797372,Avocados Hass,26‐3‐2024,Peru,VAN GELDER RIDDERKERK B.V.,Overige bestrijdingsmiddelen,,,,CONFORM
937,avocados,86800772,Avocado,1‐7‐2024,Peru,ORKIDE EXOTICS B.V.,fenylfenol‐2,0.006,0.01,,CONFORM
